company_name,stage,funding_amount,description,headquarter,investor,funded_year,sector
Avishkaar Box,Seed,700000.0,"Avishkaar Box is just not another box full of material rather it is a well researched, thought through solution","Bangalore, ",Undisclosed,2021,"Children, Education, Parenting"
Gegadyne Energy,Angel,3500000.0,A Mumbai-based startup Electric Vehicle (EV) & Energy Storage company.,"Bangalore, ",Undisclosed,2021,"Automotive, Battery, Energy, Energy Storage"
HyperXchange,Series A,1000000.0,hyperXchange is India's fastest growing O2O marketplace for premium refurb gadgets,"Bangalore, ",Undisclosed,2021,"E-Commerce, Mobile, Sharing Economy"
Deftouch,Seed,3500000.0,Deftouch is a mobile game development company that currently focuses on winning the Cricket gaming market with a social multiplayer game.,"Bangalore, ",Undisclosed,2021,—
Doodhwala,Seed,2200000.0,Doodhwala is an online milk delivery startup that offers over 70 varieties of milk along with a plan based on clients' requirement.,"Bangalore, ",Undisclosed,2021,"Food Delivery, Organic, Organic Food"
DronaHQ,Angel,500000.0,DronaHQ is an enterprise mobile engagement platform.,"Bangalore, ",Undisclosed,2021,Mobile
FastFox,Series A,1400000.0,FastFox: Market Network for Home Rentals (India),"Bangalore, ",Undisclosed,2021,Rental
BuyForexOnline,https://docs.google.com/spreadsheets/d/1x9ziNeaz6auNChIHnMI8U6kS7knTr3byy_YBGfQaoUA/edit#gid=1861303593,2000000.0,BuyForexOnline.com is India's first completely online provider for buying Foreign Exchange.,"Bangalore, ",Undisclosed,2021,Travel
Colive.in,Seed,1800000.0,A technology powered network of Branded Serviced Homes conveniently located near educational institutions & workplaces.,"Bangalore, ",Undisclosed,2021,Consumer
Agricxlab Private Limited,Seed,500000.0,Online marketplace where farmers and traders can sell their produce to B2B buyers,"Bangalore, ",Undisclosed,2021,"B2B, Farming, Marketplace"
Corefactors,Seed,3500000.0,"Corefactors is a leading campaign management, business communication and analytics company.","Bangalore, ",Undisclosed,2021,—
Fincash.com,Seed,150000.0,A startup in the personal finance space in India .,"Bangalore, ",Undisclosed,2021,Wealth Management
Pandorum Technologies,Series A,3600000.0,Bengaluru based biotech startup.,"Bangalore, ",Undisclosed,2021,Biotechnology
Shirsa Labs,Seed,500000.0,Shirsa Labs is a cognitive skill assessment and training portal that provides children with fun educational games.,"Bangalore, ",Undisclosed,2021,"Education, Gaming, Training"
PetSutra,Seed,133000.0,Gurugram-based Online petcare platform.,"Bangalore, ",Undisclosed,2021,Veterinary
Awaaz De,Angel,3500000.0,Awwaz.De develops inclusive mobile solutions that enable organizations to achieve last-mile connectivity for social impact.,"Bangalore, ",Undisclosed,2021,"Internet, Mobile, Social Entrepreneurship, Telecommunications, Wireless"
PinkBlue,Seed,300000.0,PinkBlue.in - Super-efficient supply-chain for clinical supplies,"Bangalore, ",Undisclosed,2021,"Health Care, Hospital, Supply Chain Management"
Eduvanz,Angel,500000.0,"Eduvanz is new, innovative finance company, which is completely revolutionizing the student loan market.","Bangalore, ",Undisclosed,2021,"Finance, Financial Services"
Rupeek,Series A,6830000.0,Rupeek is an asset backed online lending platform currently operating in the space of Gold loans.,"Bangalore, ",Undisclosed,2021,"Financial Services, Lending"
Backpacker Panda Holidays Private Limited,Series A,1400000.0,Backpacker Panda is creating an ecosystem for youth accommodation and travel.,"Bangalore, ",Undisclosed,2021,"Tourism, Travel"
Shape (School Health and Physical Education),Seed,200000.0,Physical education start up,"Bangalore, ",Undisclosed,2021,E-learning
Placio,Seed,2000000.0,Placio is a student housing and a complete broker-free platform.,"Bangalore, ",Undisclosed,2021,"Hospitality, Real Estate"
Aviom India Housing Finance,Series A,2100000.0,Delhi based housing finance company.,"Bangalore, ",Undisclosed,2021,Finance
GenRobotic,Seed,3500000.0,A Robotic Company.,"Bangalore, ",Undisclosed,2021,Market Research
HeyHolidays,Seed,1000000.0,"HeyHolidays, a global player in online vacation rentals.","Bangalore, ",Undisclosed,2021,"Tourism, Travel"
Pratilipi,Series A,4300000.0,Amazon's Kindle Direct Publishing for Indian Languages,"Bangalore, ",Undisclosed,2021,"Digital Media, EBooks, Publishing, Reading Apps"
SectorQube,Seed,3500000.0,SectorQube develops smart kitchen devices that make food automatically.,"Bangalore, ",Undisclosed,2021,"Consumer Electronics, Embedded Systems, Hardware, Smart Building, Software"
Food Memories,Seed,3500000.0,Iconic Indian Delicacies from the most renowned vendors of India Delivered Globally.,"Bangalore, ",Undisclosed,2021,"Food and Beverage, Food Processing"
ZAMROO,Seed,3500000.0,Zamroo is a growing mobile marketplace that allows users to buy and sell locally.,"Bangalore, ",Undisclosed,2021,"Internet, Marketplace, Shopping"
Silversparro Technologies Pvt. Ltd,Seed,300000.0,Silversparro is a deep learning technology solution provider.,"Bangalore, ",Undisclosed,2021,"Analytics, Computer Vision, Enterprise Software, Machine Learning, Natural Language Processing, Speech Recognition"
Creator’s Gurukul,Angel,3500000.0,A coworking space provider.,"Bangalore, ",Undisclosed,2021,Facilities Support Services
Emflux Motors,Seed,364846.0,Emflux Motors is committed to bring clean and sustainable energy into a state of universal acceptance through technological innovation.,"Bangalore, ",Undisclosed,2021,"Automotive, Electric Vehicle, Energy"
Tricog Health Services Pvt Ltd,Series A,4000000.0,Predictive Healthcare Analytics Company,"Bangalore, ",Undisclosed,2021,"Health Care, Health Diagnostics, Predictive Analytics"
Scapic,Seed,500000.0,Virtual/Augmented Reality Start Up .,"Bangalore, ",Undisclosed,2021,"Cloud Computing, Computer, SaaS, Software"
6Degree,Seed,400000.0,A fashion enterprise that provides a launchpad to fashion talent and brands using a tech enabled platform,"Bangalore, ",Undisclosed,2021,"Fashion, Lifestyle, Retail"
Chrysalis (EZ Vidya),Seed,3500000.0,Chrysalis (EZ Vidya) is India’s leading educational research and innovation organization,"Bangalore, ",Undisclosed,2021,E-learning
Ekincare,Series A,1500000.0,EKincare empowers you to take charge of your health by enabling you to monitor critical medical info and make it available anywhere.,"Bangalore, ",Undisclosed,2021,Medical
Streo,Seed,3500000.0,"Live stream music from nightclubs, bars & festivals!","Bangalore, ",Undisclosed,2021,Music Streaming
Groww,Seed,120000.0,Groww offers a new way of investing money.,"Bangalore, ",Undisclosed,2021,"Finance, Impact Investing, Internet"
Cell Propulsion,Seed,98000.0,Cell Propulsion is an electric mobility startup that designs autonomous electric vehicles.,"Bangalore, ",Undisclosed,2021,—
Chezuba,Angel,19600.0,Chezuba is a web-based platform enabling skilled professionals to volunteer online with Non-profits worldwide,"Bangalore, ",Undisclosed,2021,"Internet, Social Entrepreneurship"
Ontrack Technologies Pvt. Ltd,Seed,3500000.0,Ontrack provides affordable independent transport to those dependent on cabs and autos for commute by renting bikes on a monthly basis.,"Bangalore, ",Undisclosed,2021,Retail
Wealthtrust,Seed,500000.0,Wealthtrust offers a wealth manager application that enables its users to invest and manage their investments online.,"Bangalore, ",Undisclosed,2021,"Finance, Impact Investing, Mobile Apps"
Faclon Labs,Seed,3500000.0,Faclon is an IoT and data analytics based tech startup building products to make cities and villages smart.,"Bangalore, ",Undisclosed,2021,"Cloud Computing, Computer, Software"
Awign Enterprises,Seed,700000.0,Operations and manpower outsourcing startup,"Bangalore, ",Undisclosed,2021,"Business Development, Market Research, Outsourcing"
CollPoll,Seed,3500000.0,World-class Enterprise System for Education.,"Bangalore, ",Undisclosed,2021,E-learning
Zyla Health,Seed,3500000.0,Zyla is transforming the way healthcare is delivered in India with specific focus on high-risk chronic patients.,"Bangalore, ",Undisclosed,2021,"Health Care, Hospitality"
Hubhopper,Series A,500000.0,Get your daily dose of interest as summaries from news and magazine stories .,"Bangalore, ",Undisclosed,2021,"Internet, Social News, Sports"
Rubix108 Technologies,Seed,1000000.0,Rubix Total App makes it effortless for Institutes to send home important information and updates about the day’s learning experiences.,"Bangalore, ",Undisclosed,2021,Information Technology
Workflexi,Seed,140000.0,"Be Smart, Work on Contract,Be Smart, Hire on Contract","Bangalore, ",Undisclosed,2021,HR
Streak,Seed,315000.0,Algorithmic trading platform.,"Bangalore, ",Undisclosed,2021,Finance
Kuants,Seed,70000.0,Algorithmic trading platform.,"Bangalore, ",Undisclosed,2021,Finance
NiYO Solutions,Series A,13200000.0,NiYO is a fintech company that helps salaried employees access company benefits and other financial services.,"Bangalore, ",Undisclosed,2021,"Finance, Financial Services, FinTech"
Hippo Video,Seed,3500000.0,A video recording and sharing software.,"Bangalore, ",Undisclosed,2021,"Customer Service, Software, Video, Video Streaming"
Satvacart,Seed,3500000.0,Satvacart is a Gurgaon’s largest online supermarket,"Bangalore, ",Undisclosed,2021,"E-Commerce, Food Processing"
Daaki,Angel,3500000.0,Sports Nutrition startup,"Bangalore, ",Undisclosed,2021,Health
Simulanis,Seed,500000.0,A Delhi-based Augmented Reality and Virtual Reality technology development company.,"Bangalore, ",Undisclosed,2021,Training
MY CHIRAAG CAB,Seed,1000000.0,MY CHIRAAG CAB SERVICES PVT LTD,"Bangalore, ",Undisclosed,2021,Travel
WOTU,Seed,3500000.0,It operates a business-to-business e-commerce portal for food and beverages.,"Bangalore, ",Undisclosed,2021,Food and Beverage
Flathalt,Angel,50000.0,FInd your Customized Home here.,"Bangalore, ",Undisclosed,2021,—
True Elements,Seed,700000.0,True elements offers a range of high-quality snacks and supplements that are inspired by natural foods consumed by our ancestors.,"Bangalore, ",Undisclosed,2021,"Dietary Supplements, Food and Beverage, Health Care, Organic Food, Snack Food"
Trendlyne Technologies,Seed,200000.0,Trendlyne Technologies is a stock market analytics platform and marketplace for retail investors.,"Bangalore, ",Undisclosed,2021,Finance
Planys Technologies,Series A,1962800.0,Planys Technologies is India’s first and only manufacturer of compact ROVs providing underwater robotic inspection and survey solutions.,"Bangalore, ",Undisclosed,2021,"Manufacturing, Oil and Gas, Robotics"
HealthPlix,Series A,3000000.0,HealthPlix is a healthtech startup,"Bangalore, ",Undisclosed,2021,"Fitness, Health Care, Wellness"
dishq,Seed,400000.0,dishq leverages food science and machine learning (AI) to understand and predict people's tastes.,"Bangalore, ",Undisclosed,2021,—
Entropik Technology,Seed,1100000.0,The boundaries between Human and Machines are shrinking fast.,"Bangalore, ",Undisclosed,2021,"Artificial Intelligence, Computer, Machine Learning"
myHQ,Series A,500000.0,myHQ turns your everyday coffee space into a perfect work zone. Get an amazing work environment without paying any rent.,"Bangalore, ",Undisclosed,2021,"Collaboration, Communities, Coworking, Sharing Economy"
Trell,Seed,1250000.0,Trell is a location based network which helps you in exploring amazing experiences and annotating places around you.,"Bangalore, ",Undisclosed,2021,—
Kidovators (by GyanLab),Seed,180000.0,Building future human capital through 21st Century Skills programs for K-12,"Bangalore, ",Undisclosed,2021,"Big Data, EdTech, Machine Learning"
Log 9 Materials,Seed,420000.0,Log 9 Materials is a nano-materials manufacturing and RnD startup,"Bangalore, ",Undisclosed,2021,Nanotechnology
VTION,Seed,268800.0,VTION is a media technology innovation firm aiming to solve key problems in the media based ecosystem.,"Bangalore, ",Undisclosed,2021,"Analytics, Audio, Digital Media, Innovation Management, Internet Radio, Media and Entertainment"
HousingMan.com,Seed,1442000.0,"New Apartments, Flats for Sale in Bangalore","Bangalore, ",Undisclosed,2021,—
Steradian Semiconductors,Seed,3500000.0,It is a fabless semiconductor company focused on CMOS millimeter wave products for Radar.,"Bangalore, ",Undisclosed,2021,—
RupeeCircle,Seed,560000.0,RupeeCircle is a new age finance company.,"Bangalore, ",Undisclosed,2021,"Financial Services, Lending, Peer to Peer"
Wooden Street,Series A,1000000.0,Woodenstreet.com ensures to fulfill customer’s unique furniture requirements by crafting one-of-a-kind furniture pieces.,"Bangalore, ",Undisclosed,2021,"E-Commerce, Furniture, Home Decor, Interior Design, Internet"
The Ken,Series A,1500000.0,The Ken is India’s first subscriptions-only business news site,"Bangalore, ",Undisclosed,2021,Digital Media
SaffronStays,Seed,2000000.0,SaffronStays connects travellers to India's Incredible hosts.,"Bangalore, ",Undisclosed,2021,—
Vebbler,Seed,3500000.0,A personal network for close people,"Bangalore, ",Undisclosed,2021,"File Sharing, Personalization, Social Media"
Foyr,Series A,4200000.0,"Foyr.com is India's first online, automated interior designer","Bangalore, ",Undisclosed,2021,"Home Decor, Interior Design"
MEngage,Seed,175000.0,MEngage is a mass consumer engagement application for doctors on both android and IOS platforms.,"Bangalore, ",Undisclosed,2021,"Health Care, Medical Device, Mobile Apps"
Inner Being Wellness,Angel,490000.0,"Inner Being Wellness manufactures beauty, wellness, and nutrition products.","Bangalore, ",Undisclosed,2021,—
Kobster,Seed,3500000.0,Kobster is a pioneer of B2B eProcurement and an eMarketplace providing Corporates an end-to-end solution for their procure-to-pay cycle.,"Bangalore, ",Undisclosed,2021,"E-Commerce, Facilities Support Services, Procurement, Supply Chain Management"
Wishberry,Series A,1400000.0,Wishberry is a rewards-based crowdfunding platform that enables users to raise funds for their creative and innovative ideas.,"Bangalore, ",Undisclosed,2021,"Crowdfunding, Finance, Financial Services"
McXtra,Seed,1300000.0,McXtra is a digital insurance broking startup.,"Bangalore, ",Undisclosed,2021,"Finance, Financial Services, Insurance"
Magic Crate,Seed,3500000.0,"Magic Crate is a theme based stimulating, fun and learning activity box for 4-8 year olds that is mailed to your doorstep every month.","Bangalore, ",Undisclosed,2021,"Children, Education, Online Portals"
